# theta_idx, align_idx, realization, theta_value, align_value, seedpoints, density
3, 2, 6, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 433.219371025109
3, 2, 7, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 439.62284981505167
3, 2, 8, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 453.8544677104502
3, 2, 9, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 440.2629662205321
3, 3, 0, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 429.6469605126797
3, 3, 1, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 414.02847109245886
3, 3, 2, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 442.02464036014425
3, 3, 3, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 428.93803693975997
3, 3, 4, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 411.1886457144511
3, 3, 5, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 456.60207178253836
3, 3, 6, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 450.74752353888897
3, 3, 7, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 453.88326351768075
3, 3, 8, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 428.3674500197378
3, 3, 9, 0.47123889803846897, 1.3333333333333333, [2271.29203232], 432.7621332949717
3, 4, 0, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 437.42253776621544
3, 4, 1, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 425.5559516073691
3, 4, 2, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 421.11659316803764
3, 4, 3, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 423.63556675543373
3, 4, 4, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 419.11903329103666
3, 4, 5, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 424.91471664424625
3, 4, 6, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 428.3344308358562
3, 4, 7, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 447.1191777201866
3, 4, 8, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 444.6927107567426
3, 4, 9, 0.47123889803846897, 1.4444444444444444, [2189.89922569], 452.0807678693344
3, 5, 0, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 449.0310457113217
3, 5, 1, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 463.28016210615203
3, 5, 2, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 420.77433231109234
3, 5, 3, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 444.92448158972553
3, 5, 4, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 477.5496592279729
3, 5, 5, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 452.64276216886293
3, 5, 6, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 430.0742953706955
3, 5, 7, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 448.0506214022053
3, 5, 8, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 473.7377483526078
3, 5, 9, 0.47123889803846897, 1.5555555555555556, [2108.58446915], 451.41381708478286
3, 6, 0, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 448.76326881268847
3, 6, 1, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 453.0155738398218
3, 6, 2, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 458.8939290318949
3, 6, 3, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 447.1192756875823
3, 6, 4, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 447.71418490924185
3, 6, 5, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 426.0500483647054
3, 6, 6, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 458.7266119914277
3, 6, 7, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 462.1750106824397
3, 6, 8, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 427.38702158305733
3, 6, 9, 0.47123889803846897, 1.6666666666666665, [2027.33304121], 457.50558838924604
3, 7, 0, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 427.10051368959967
3, 7, 1, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 406.37905797581493
3, 7, 2, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 434.8659045868659
3, 7, 3, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 460.1599148093542
3, 7, 4, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 444.1723568121539
3, 7, 5, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 422.5650221659157
3, 7, 6, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 473.5769527340133
3, 7, 7, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 414.8309706415583
3, 7, 8, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 425.82740434270465
3, 7, 9, 0.47123889803846897, 1.7777777777777777, [1946.13370789], 423.97938195226067
3, 8, 0, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 457.3605218627559
3, 8, 1, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 447.4573173059532
3, 8, 2, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 437.5929769277499
3, 8, 3, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 459.91423128903887
3, 8, 4, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 445.2458306361542
3, 8, 5, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 442.89259532471056
3, 8, 6, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 421.82265594661226
3, 8, 7, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 425.37854814199875
3, 8, 8, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 449.2056070939964
3, 8, 9, 0.47123889803846897, 1.8888888888888888, [1864.97774664], 437.2117870579085
3, 9, 0, 0.47123889803846897, 2.0, [1783.85828106], 440.4580035947448
3, 9, 1, 0.47123889803846897, 2.0, [1783.85828106], 439.8133917466475
3, 9, 2, 0.47123889803846897, 2.0, [1783.85828106], 417.90566385761394
3, 9, 3, 0.47123889803846897, 2.0, [1783.85828106], 438.01681866159834
3, 9, 4, 0.47123889803846897, 2.0, [1783.85828106], 422.0418379662843
3, 9, 5, 0.47123889803846897, 2.0, [1783.85828106], 449.7658451672541
3, 9, 6, 0.47123889803846897, 2.0, [1783.85828106], 476.40848194915907
3, 9, 7, 0.47123889803846897, 2.0, [1783.85828106], 461.6148992531647
3, 9, 8, 0.47123889803846897, 2.0, [1783.85828106], 458.26775918427074
3, 9, 9, 0.47123889803846897, 2.0, [1783.85828106], 449.0102513497081
4, 0, 0, 0.6283185307179586, 1.0, [2516.17545407], 454.0863095639787
4, 0, 1, 0.6283185307179586, 1.0, [2516.17545407], 445.8943113676896
4, 0, 2, 0.6283185307179586, 1.0, [2516.17545407], 452.5333377596535
4, 0, 3, 0.6283185307179586, 1.0, [2516.17545407], 470.84752121538065
4, 0, 4, 0.6283185307179586, 1.0, [2516.17545407], 479.00953847471436
4, 0, 5, 0.6283185307179586, 1.0, [2516.17545407], 451.75160479555626
4, 0, 6, 0.6283185307179586, 1.0, [2516.17545407], 456.35058861421504
4, 0, 7, 0.6283185307179586, 1.0, [2516.17545407], 447.89650534222164
4, 0, 8, 0.6283185307179586, 1.0, [2516.17545407], 465.6800386944983
4, 0, 9, 0.6283185307179586, 1.0, [2516.17545407], 437.60217534942905
4, 1, 0, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 444.92955080853557
4, 1, 1, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 466.3325030789065
4, 1, 2, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 419.1529052612951
4, 1, 3, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 436.95763877094475
4, 1, 4, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 430.1213175219527
4, 1, 5, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 441.5142935897
4, 1, 6, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 447.36867792005665
4, 1, 7, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 461.80785406227574
4, 1, 8, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 435.09996188626417
4, 1, 9, 0.6283185307179586, 1.1111111111111112, [2434.3977587], 456.20810843483025
4, 2, 0, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 477.0689075804054
4, 2, 1, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 440.59077816248646
4, 2, 2, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 429.4779411692747
4, 2, 3, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 454.6417021746372
4, 2, 4, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 433.3715830098629
4, 2, 5, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 440.61690507735204
4, 2, 6, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 437.2504032131244
4, 2, 7, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 445.01255025416935
4, 2, 8, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 456.6108616742732
4, 2, 9, 0.6283185307179586, 1.2222222222222223, [2352.78256872], 450.7182582598466
4, 3, 0, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 448.7212700824275
4, 3, 1, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 449.1481053777193
4, 3, 2, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 455.30060252775473
4, 3, 3, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 450.3682799810851
4, 3, 4, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 443.48839564906984
4, 3, 5, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 427.12549746861134
4, 3, 6, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 416.17134599281377
4, 3, 7, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 444.3747099612798
4, 3, 8, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 468.72834199259034
4, 3, 9, 0.6283185307179586, 1.3333333333333333, [2271.29203232], 422.79505516172344
4, 4, 0, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 440.5255676331812
4, 4, 1, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 421.6546958172612
4, 4, 2, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 441.6820039097736
4, 4, 3, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 406.61549599926843
4, 4, 4, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 455.470490737217
4, 4, 5, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 475.3828606615233
4, 4, 6, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 435.4006740786864
4, 4, 7, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 442.26657527538237
4, 4, 8, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 449.9253729773029
4, 4, 9, 0.6283185307179586, 1.4444444444444444, [2189.89922569], 430.93514552485306
4, 5, 0, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 433.2880644348805
4, 5, 1, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 446.5095033481665
4, 5, 2, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 428.2648801724815
4, 5, 3, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 447.60933129062903
4, 5, 4, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 440.7172876030553
4, 5, 5, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 427.5381606837178
4, 5, 6, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 441.84207660355025
4, 5, 7, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 453.07259126396104
4, 5, 8, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 433.05055289996346
4, 5, 9, 0.6283185307179586, 1.5555555555555556, [2108.58446915], 424.34862215277053
4, 6, 0, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 448.7986108328688
4, 6, 1, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 410.4411396333865
4, 6, 2, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 412.989635538411
4, 6, 3, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 432.49611436346703
4, 6, 4, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 440.68619093179825
4, 6, 5, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 443.7827608889545
4, 6, 6, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 429.3722525895282
4, 6, 7, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 460.6293131911241
4, 6, 8, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 445.6554225922672
4, 6, 9, 0.6283185307179586, 1.6666666666666665, [2027.33304121], 449.7930232974745
4, 7, 0, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 455.5123451991502
4, 7, 1, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 467.25361260768716
4, 7, 2, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 409.2287361297807
4, 7, 3, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 456.5442120687354
4, 7, 4, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 459.25161955244835
4, 7, 5, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 412.6034738269958
4, 7, 6, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 460.86744348336447
4, 7, 7, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 452.06074795734617
4, 7, 8, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 442.0589655232161
4, 7, 9, 0.6283185307179586, 1.7777777777777777, [1946.13370789], 411.7630039625297
4, 8, 0, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 429.07799134975147
4, 8, 1, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 456.67554753477407
4, 8, 2, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 427.13179972169513
4, 8, 3, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 435.24208378129174
4, 8, 4, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 461.2587107931748
4, 8, 5, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 429.83712094344855
4, 8, 6, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 459.97676939298475
4, 8, 7, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 440.3513557284901
4, 8, 8, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 441.7789702506011
4, 8, 9, 0.6283185307179586, 1.8888888888888888, [1864.97774664], 469.0900002256735
4, 9, 0, 0.6283185307179586, 2.0, [1783.85828106], 422.5190318871903
4, 9, 1, 0.6283185307179586, 2.0, [1783.85828106], 396.40075157117883
4, 9, 2, 0.6283185307179586, 2.0, [1783.85828106], 434.3781499433727
4, 9, 3, 0.6283185307179586, 2.0, [1783.85828106], 419.7334458466976
4, 9, 4, 0.6283185307179586, 2.0, [1783.85828106], 445.8155286097746
4, 9, 5, 0.6283185307179586, 2.0, [1783.85828106], 467.6948214652001
4, 9, 6, 0.6283185307179586, 2.0, [1783.85828106], 408.85199799408196
4, 9, 7, 0.6283185307179586, 2.0, [1783.85828106], 428.0196661565151
4, 9, 8, 0.6283185307179586, 2.0, [1783.85828106], 426.734627745793
4, 9, 9, 0.6283185307179586, 2.0, [1783.85828106], 470.5988540855066
5, 0, 0, 0.7853981633974483, 1.0, [2516.17545407], 446.12841245110474
5, 0, 1, 0.7853981633974483, 1.0, [2516.17545407], 479.0574299001792
5, 0, 2, 0.7853981633974483, 1.0, [2516.17545407], 458.7041789227259
5, 0, 3, 0.7853981633974483, 1.0, [2516.17545407], 476.5962379656372
5, 0, 4, 0.7853981633974483, 1.0, [2516.17545407], 442.63844424705417
5, 0, 5, 0.7853981633974483, 1.0, [2516.17545407], 446.1996129100121
5, 0, 6, 0.7853981633974483, 1.0, [2516.17545407], 442.5016224036744
5, 0, 7, 0.7853981633974483, 1.0, [2516.17545407], 436.97626425613885
5, 0, 8, 0.7853981633974483, 1.0, [2516.17545407], 483.3658661361269
5, 0, 9, 0.7853981633974483, 1.0, [2516.17545407], 463.49495048185395
5, 1, 0, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 422.0008566241085
5, 1, 1, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 440.24352074427827
5, 1, 2, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 445.3378578687068
5, 1, 3, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 429.7421072090471
5, 1, 4, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 447.7550165676336
5, 1, 5, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 464.9896296982864
5, 1, 6, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 444.8453582746271
5, 1, 7, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 442.4955500637218
5, 1, 8, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 436.18590578039425
5, 1, 9, 0.7853981633974483, 1.1111111111111112, [2434.3977587], 451.73369622062273
5, 2, 0, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 442.55912618694214
5, 2, 1, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 451.8675662960734
5, 2, 2, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 457.1213070705036
5, 2, 3, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 431.9214643152631
5, 2, 4, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 460.2129949881361
5, 2, 5, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 470.8838845321565
5, 2, 6, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 467.2503366741421
5, 2, 7, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 448.13383311346996
5, 2, 8, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 438.91274256162717
5, 2, 9, 0.7853981633974483, 1.2222222222222223, [2352.78256872], 439.6901090047819
5, 3, 0, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 441.3018840673045
5, 3, 1, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 465.1657754395337
5, 3, 2, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 429.9344464135111
5, 3, 3, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 469.7018556084896
5, 3, 4, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 438.055584666801
5, 3, 5, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 437.87034204853006
5, 3, 6, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 451.66488518671486
5, 3, 7, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 432.1396728541115
5, 3, 8, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 450.0591655850649
5, 3, 9, 0.7853981633974483, 1.3333333333333333, [2271.29203232], 432.43821145233636
5, 4, 0, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 433.5124197077873
5, 4, 1, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 456.9384013735338
5, 4, 2, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 430.76073295742174
5, 4, 3, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 448.010917819655
5, 4, 4, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 439.2209935044451
5, 4, 5, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 427.9917617570696
5, 4, 6, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 424.74126734822516
5, 4, 7, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 449.68819185580344
5, 4, 8, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 414.73919528075487
5, 4, 9, 0.7853981633974483, 1.4444444444444444, [2189.89922569], 412.93157845549405
5, 5, 0, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 457.91343135216005
5, 5, 1, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 436.3753797837359
5, 5, 2, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 448.68556446371093
5, 5, 3, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 422.7716093806856
5, 5, 4, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 445.8506211336832
5, 5, 5, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 441.417392494059
5, 5, 6, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 448.75207216569993
5, 5, 7, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 462.52473736891636
5, 5, 8, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 455.5290767453942
5, 5, 9, 0.7853981633974483, 1.5555555555555556, [2108.58446915], 439.3677338013745
5, 6, 0, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 446.7221218754012
5, 6, 1, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 432.63379986517083
5, 6, 2, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 451.12662163169364
5, 6, 3, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 454.9318299697902
5, 6, 4, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 456.56457077408055
5, 6, 5, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 425.9549971080582
5, 6, 6, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 434.109978566263
5, 6, 7, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 464.87713330403994
5, 6, 8, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 449.80315731982415
5, 6, 9, 0.7853981633974483, 1.6666666666666665, [2027.33304121], 446.1908925585996
5, 7, 0, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 442.89188385523727
5, 7, 1, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 423.01563777792444
5, 7, 2, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 421.89788514442154
5, 7, 3, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 470.74826099107344
5, 7, 4, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 428.8588022835853
5, 7, 5, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 439.7866995589027
5, 7, 6, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 441.7538455249402
5, 7, 7, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 439.42951049718476
5, 7, 8, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 435.1742341458619
5, 7, 9, 0.7853981633974483, 1.7777777777777777, [1946.13370789], 466.43032022616876
5, 8, 0, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 440.76864069954604
5, 8, 1, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 427.04976987547315
5, 8, 2, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 411.6589616822108
5, 8, 3, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 428.4644314020161
5, 8, 4, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 430.25173167193174
5, 8, 5, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 461.8767392367723
5, 8, 6, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 445.54550041748655
5, 8, 7, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 435.8063190716008
5, 8, 8, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 410.84770327405636
5, 8, 9, 0.7853981633974483, 1.8888888888888888, [1864.97774664], 459.63092180206115
5, 9, 0, 0.7853981633974483, 2.0, [1783.85828106], 453.34308010922416
5, 9, 1, 0.7853981633974483, 2.0, [1783.85828106], 456.56665320685494
5, 9, 2, 0.7853981633974483, 2.0, [1783.85828106], 453.7345203977786
5, 9, 3, 0.7853981633974483, 2.0, [1783.85828106], 438.0704302822203
5, 9, 4, 0.7853981633974483, 2.0, [1783.85828106], 419.6929335054135
5, 9, 5, 0.7853981633974483, 2.0, [1783.85828106], 451.14476813362796
5, 9, 6, 0.7853981633974483, 2.0, [1783.85828106], 444.79713009818255
5, 9, 7, 0.7853981633974483, 2.0, [1783.85828106], 437.0115377211654
5, 9, 8, 0.7853981633974483, 2.0, [1783.85828106], 439.42780541595954
5, 9, 9, 0.7853981633974483, 2.0, [1783.85828106], 439.70354735860013
6, 0, 0, 0.9424777960769379, 1.0, [2516.17545407], 424.4030372318228
6, 0, 1, 0.9424777960769379, 1.0, [2516.17545407], 450.8595948510459
6, 0, 2, 0.9424777960769379, 1.0, [2516.17545407], 462.9141652384498
6, 0, 3, 0.9424777960769379, 1.0, [2516.17545407], 465.5620818561473
6, 0, 4, 0.9424777960769379, 1.0, [2516.17545407], 473.2822231810521
6, 0, 5, 0.9424777960769379, 1.0, [2516.17545407], 461.21505151811436
6, 0, 6, 0.9424777960769379, 1.0, [2516.17545407], 429.472285343771
6, 0, 7, 0.9424777960769379, 1.0, [2516.17545407], 441.1855420772374
6, 0, 8, 0.9424777960769379, 1.0, [2516.17545407], 465.3631565927956
6, 0, 9, 0.9424777960769379, 1.0, [2516.17545407], 459.8222949445085
6, 1, 0, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 478.8037209962953
6, 1, 1, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 459.103500304416
6, 1, 2, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 463.1418538309837
6, 1, 3, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 406.6579017430643
6, 1, 4, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 450.59481793832396
6, 1, 5, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 432.07561214595677
6, 1, 6, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 448.39173658619677
6, 1, 7, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 447.66896883517217
6, 1, 8, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 446.3644558430554
6, 1, 9, 0.9424777960769379, 1.1111111111111112, [2434.3977587], 467.23360104759524
6, 2, 0, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 429.67859883812497
6, 2, 1, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 459.188497055778
6, 2, 2, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 462.0982398276892
6, 2, 3, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 470.38207720134767
6, 2, 4, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 438.39388846366876
6, 2, 5, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 444.50331980752185
6, 2, 6, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 437.80206084491107
6, 2, 7, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 452.7101754755238
6, 2, 8, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 470.5963118740941
6, 2, 9, 0.9424777960769379, 1.2222222222222223, [2352.78256872], 437.4110043764017
6, 3, 0, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 430.4819650087069
6, 3, 1, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 414.46003730930136
6, 3, 2, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 428.380356274894
6, 3, 3, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 435.963522043025
6, 3, 4, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 433.75530646139066
6, 3, 5, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 442.5620334591712
6, 3, 6, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 443.4749093329535
6, 3, 7, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 443.7539417866941
6, 3, 8, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 421.8440362273069
6, 3, 9, 0.9424777960769379, 1.3333333333333333, [2271.29203232], 441.8848341497779
6, 4, 0, 0.9424777960769379, 1.4444444444444444, [2189.89922569], 443.4544447923007
6, 4, 1, 0.9424777960769379, 1.4444444444444444, [2189.89922569], 443.63613720576853
6, 4, 2, 0.9424777960769379, 1.4444444444444444, [2189.89922569], 440.191116246432
