# theta_idx, align_idx, realization, theta_value, align_value, seedpoints, density
1, 7, 9, 0.15707963267948966, 1.7777777777777777, [1946.13370789], 445.1323085568647
1, 8, 0, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 440.31610304491096
1, 8, 1, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 411.26148406453444
1, 8, 2, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 455.9345882917355
1, 8, 3, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 443.33224500879703
1, 8, 4, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 417.4990161160749
1, 8, 5, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 443.9277175277135
1, 8, 6, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 437.40940479519236
1, 8, 7, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 470.14009602308624
1, 8, 8, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 428.78444787882154
1, 8, 9, 0.15707963267948966, 1.8888888888888888, [1864.97774664], 431.851072444564
1, 9, 0, 0.15707963267948966, 2.0, [1783.85828106], 398.79780620379256
1, 9, 1, 0.15707963267948966, 2.0, [1783.85828106], 418.6846046136384
1, 9, 2, 0.15707963267948966, 2.0, [1783.85828106], 480.1915256455677
1, 9, 3, 0.15707963267948966, 2.0, [1783.85828106], 434.8775330687626
1, 9, 4, 0.15707963267948966, 2.0, [1783.85828106], 465.27023842263134
1, 9, 5, 0.15707963267948966, 2.0, [1783.85828106], 424.65209990700123
1, 9, 6, 0.15707963267948966, 2.0, [1783.85828106], 470.7650942358207
1, 9, 7, 0.15707963267948966, 2.0, [1783.85828106], 441.6278772496405
1, 9, 8, 0.15707963267948966, 2.0, [1783.85828106], 445.85376186714626
1, 9, 9, 0.15707963267948966, 2.0, [1783.85828106], 477.22295046141244
2, 0, 0, 0.3141592653589793, 1.0, [2516.17545407], 485.01613381582456
2, 0, 1, 0.3141592653589793, 1.0, [2516.17545407], 474.1490645337652
2, 0, 2, 0.3141592653589793, 1.0, [2516.17545407], 453.02502045216835
2, 0, 3, 0.3141592653589793, 1.0, [2516.17545407], 439.30062645238564
2, 0, 4, 0.3141592653589793, 1.0, [2516.17545407], 446.1623023100468
2, 0, 5, 0.3141592653589793, 1.0, [2516.17545407], 466.32565939544725
2, 0, 6, 0.3141592653589793, 1.0, [2516.17545407], 446.44826032182596
2, 0, 7, 0.3141592653589793, 1.0, [2516.17545407], 417.6896172210836
2, 0, 8, 0.3141592653589793, 1.0, [2516.17545407], 474.1216495251601
2, 0, 9, 0.3141592653589793, 1.0, [2516.17545407], 487.77595415286345
2, 1, 0, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 440.3770833150443
2, 1, 1, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 437.24337139098475
2, 1, 2, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 454.35299354749253
2, 1, 3, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 441.90059759911725
2, 1, 4, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 473.3759244412978
2, 1, 5, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 459.7203734479001
2, 1, 6, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 444.9124175192368
2, 1, 7, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 448.3015767709534
2, 1, 8, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 457.45897933150536
2, 1, 9, 0.3141592653589793, 1.1111111111111112, [2434.3977587], 439.505262013482
2, 2, 0, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 446.1120871346993
2, 2, 1, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 449.0745585877072
2, 2, 2, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 445.74058670251634
2, 2, 3, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 441.60403416641
2, 2, 4, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 431.87718221439775
2, 2, 5, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 430.4351913380774
2, 2, 6, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 442.5357328154039
2, 2, 7, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 459.9172420494936
2, 2, 8, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 435.53088534887934
2, 2, 9, 0.3141592653589793, 1.2222222222222223, [2352.78256872], 428.80669715936193
2, 3, 0, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 414.6507173021464
2, 3, 1, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 427.1870555717111
2, 3, 2, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 464.800447014723
2, 3, 3, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 444.6665594924382
2, 3, 4, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 429.46379005955555
2, 3, 5, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 446.22473513089864
2, 3, 6, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 435.3091030288614
2, 3, 7, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 441.3357873439099
2, 3, 8, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 460.3816763882871
2, 3, 9, 0.3141592653589793, 1.3333333333333333, [2271.29203232], 430.22445822266974
2, 4, 0, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 421.97136447530505
2, 4, 1, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 450.15853649510416
2, 4, 2, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 390.8510324924439
2, 4, 3, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 453.3066127673871
2, 4, 4, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 442.3222301433343
2, 4, 5, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 428.33784564997706
2, 4, 6, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 427.0858583607486
2, 4, 7, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 423.0272353384581
2, 4, 8, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 426.81498519235413
2, 4, 9, 0.3141592653589793, 1.4444444444444444, [2189.89922569], 434.17729261298973
2, 5, 0, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 422.8375291016192
2, 5, 1, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 413.95318786888816
2, 5, 2, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 439.8491103183977
2, 5, 3, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 442.61290183989956
2, 5, 4, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 464.29480924496374
2, 5, 5, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 418.63707820932757
2, 5, 6, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 439.0407492341219
2, 5, 7, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 436.0671664184784
2, 5, 8, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 426.03091204266025
2, 5, 9, 0.3141592653589793, 1.5555555555555556, [2108.58446915], 450.1616576329867
2, 6, 0, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 443.7198017176935
2, 6, 1, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 444.11963759787494
2, 6, 2, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 446.61298670466124
2, 6, 3, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 445.6574236479938
2, 6, 4, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 460.0539271397528
2, 6, 5, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 436.9502205668706
2, 6, 6, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 446.0658530245877
2, 6, 7, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 417.15003824415635
2, 6, 8, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 447.980528177597
2, 6, 9, 0.3141592653589793, 1.6666666666666665, [2027.33304121], 477.9988251326091
2, 7, 0, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 428.8544860610611
2, 7, 1, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 444.7296099144986
2, 7, 2, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 428.2875123897304
2, 7, 3, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 438.4353030451456
2, 7, 4, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 433.82662487723815
2, 7, 5, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 418.12882157623824
2, 7, 6, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 448.11419149236895
2, 7, 7, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 442.02830905785413
2, 7, 8, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 419.60081560050844
2, 7, 9, 0.3141592653589793, 1.7777777777777777, [1946.13370789], 447.0196327084923
2, 8, 0, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 450.359269673262
2, 8, 1, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 431.28095497918014
2, 8, 2, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 436.5311767705916
2, 8, 3, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 428.8959288694389
2, 8, 4, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 448.2185363721678
2, 8, 5, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 432.8650063477817
2, 8, 6, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 446.6013929508372
2, 8, 7, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 426.71677240217275
2, 8, 8, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 412.15876965671777
2, 8, 9, 0.3141592653589793, 1.8888888888888888, [1864.97774664], 444.27213467003526
2, 9, 0, 0.3141592653589793, 2.0, [1783.85828106], 442.93533923020016
2, 9, 1, 0.3141592653589793, 2.0, [1783.85828106], 444.85903931011364
2, 9, 2, 0.3141592653589793, 2.0, [1783.85828106], 443.8246819528193
2, 9, 3, 0.3141592653589793, 2.0, [1783.85828106], 418.5840746207597
2, 9, 4, 0.3141592653589793, 2.0, [1783.85828106], 456.6267877443566
2, 9, 5, 0.3141592653589793, 2.0, [1783.85828106], 468.9005962390766
2, 9, 6, 0.3141592653589793, 2.0, [1783.85828106], 439.27003068654926
2, 9, 7, 0.3141592653589793, 2.0, [1783.85828106], 472.3355593955827
2, 9, 8, 0.3141592653589793, 2.0, [1783.85828106], 402.5864683008643
2, 9, 9, 0.3141592653589793, 2.0, [1783.85828106], 446.722395609309
3, 0, 0, 0.47123889803846897, 1.0, [2516.17545407], 469.795502909649
3, 0, 1, 0.47123889803846897, 1.0, [2516.17545407], 457.0023197358322
3, 0, 2, 0.47123889803846897, 1.0, [2516.17545407], 462.8761228341559
3, 0, 3, 0.47123889803846897, 1.0, [2516.17545407], 475.0795207201396
3, 0, 4, 0.47123889803846897, 1.0, [2516.17545407], 437.0383427765995
3, 0, 5, 0.47123889803846897, 1.0, [2516.17545407], 463.80430846606953
3, 0, 6, 0.47123889803846897, 1.0, [2516.17545407], 459.2833229527316
3, 0, 7, 0.47123889803846897, 1.0, [2516.17545407], 452.00571942077715
3, 0, 8, 0.47123889803846897, 1.0, [2516.17545407], 456.8851877824634
3, 0, 9, 0.47123889803846897, 1.0, [2516.17545407], 441.38721111861327
3, 1, 0, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 461.89216054482637
3, 1, 1, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 454.38386541339764
3, 1, 2, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 430.65512846353624
3, 1, 3, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 417.98550231147465
3, 1, 4, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 473.51433778838623
3, 1, 5, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 414.02204709904987
3, 1, 6, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 453.03147647337187
3, 1, 7, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 433.96899416543425
3, 1, 8, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 457.0735229521033
3, 1, 9, 0.47123889803846897, 1.1111111111111112, [2434.3977587], 439.14368989862555
3, 2, 0, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 449.3940381293857
3, 2, 1, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 458.1486062296539
3, 2, 2, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 456.32600629738323
3, 2, 3, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 443.54065711861693
3, 2, 4, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 435.40123352645577
3, 2, 5, 0.47123889803846897, 1.2222222222222223, [2352.78256872], 414.04169108794184
