# theta_idx, align_idx, realization, theta_value, align_value
0, 0, 0, 0.0, 1.0
0, 1, 0, 0.0, 1.1111111111111112
0, 2, 0, 0.0, 1.2222222222222223
0, 3, 0, 0.0, 1.3333333333333333
0, 4, 0, 0.0, 1.4444444444444444
0, 5, 0, 0.0, 1.5555555555555556
0, 6, 0, 0.0, 1.6666666666666665
0, 7, 0, 0.0, 1.7777777777777777
0, 8, 0, 0.0, 1.8888888888888888
0, 9, 0, 0.0, 2.0
1, 0, 0, 0.15707963267948966, 1.0
1, 1, 0, 0.15707963267948966, 1.1111111111111112
1, 2, 0, 0.15707963267948966, 1.2222222222222223
1, 3, 0, 0.15707963267948966, 1.3333333333333333
1, 4, 0, 0.15707963267948966, 1.4444444444444444
1, 5, 0, 0.15707963267948966, 1.5555555555555556
1, 6, 0, 0.15707963267948966, 1.6666666666666665
1, 7, 0, 0.15707963267948966, 1.7777777777777777
1, 8, 0, 0.15707963267948966, 1.8888888888888888
1, 9, 0, 0.15707963267948966, 2.0
2, 0, 0, 0.3141592653589793, 1.0
2, 1, 0, 0.3141592653589793, 1.1111111111111112
2, 2, 0, 0.3141592653589793, 1.2222222222222223
2, 3, 0, 0.3141592653589793, 1.3333333333333333
2, 4, 0, 0.3141592653589793, 1.4444444444444444
2, 5, 0, 0.3141592653589793, 1.5555555555555556
2, 6, 0, 0.3141592653589793, 1.6666666666666665
2, 7, 0, 0.3141592653589793, 1.7777777777777777
2, 8, 0, 0.3141592653589793, 1.8888888888888888
2, 9, 0, 0.3141592653589793, 2.0
3, 0, 0, 0.47123889803846897, 1.0
3, 1, 0, 0.47123889803846897, 1.1111111111111112
3, 2, 0, 0.47123889803846897, 1.2222222222222223
3, 3, 0, 0.47123889803846897, 1.3333333333333333
3, 4, 0, 0.47123889803846897, 1.4444444444444444
3, 5, 0, 0.47123889803846897, 1.5555555555555556
3, 6, 0, 0.47123889803846897, 1.6666666666666665
3, 7, 0, 0.47123889803846897, 1.7777777777777777
3, 8, 0, 0.47123889803846897, 1.8888888888888888
3, 9, 0, 0.47123889803846897, 2.0
4, 0, 0, 0.6283185307179586, 1.0
4, 1, 0, 0.6283185307179586, 1.1111111111111112
4, 2, 0, 0.6283185307179586, 1.2222222222222223
4, 3, 0, 0.6283185307179586, 1.3333333333333333
4, 4, 0, 0.6283185307179586, 1.4444444444444444
4, 5, 0, 0.6283185307179586, 1.5555555555555556
4, 6, 0, 0.6283185307179586, 1.6666666666666665
4, 7, 0, 0.6283185307179586, 1.7777777777777777
4, 8, 0, 0.6283185307179586, 1.8888888888888888
4, 9, 0, 0.6283185307179586, 2.0
5, 0, 0, 0.7853981633974483, 1.0
5, 1, 0, 0.7853981633974483, 1.1111111111111112
5, 2, 0, 0.7853981633974483, 1.2222222222222223
5, 3, 0, 0.7853981633974483, 1.3333333333333333
5, 4, 0, 0.7853981633974483, 1.4444444444444444
5, 5, 0, 0.7853981633974483, 1.5555555555555556
5, 6, 0, 0.7853981633974483, 1.6666666666666665
5, 7, 0, 0.7853981633974483, 1.7777777777777777
5, 8, 0, 0.7853981633974483, 1.8888888888888888
5, 9, 0, 0.7853981633974483, 2.0
6, 0, 0, 0.9424777960769379, 1.0
6, 1, 0, 0.9424777960769379, 1.1111111111111112
6, 2, 0, 0.9424777960769379, 1.2222222222222223
6, 3, 0, 0.9424777960769379, 1.3333333333333333
6, 4, 0, 0.9424777960769379, 1.4444444444444444
6, 5, 0, 0.9424777960769379, 1.5555555555555556
6, 6, 0, 0.9424777960769379, 1.6666666666666665
6, 7, 0, 0.9424777960769379, 1.7777777777777777
6, 8, 0, 0.9424777960769379, 1.8888888888888888
6, 9, 0, 0.9424777960769379, 2.0
7, 0, 0, 1.0995574287564276, 1.0
7, 1, 0, 1.0995574287564276, 1.1111111111111112
7, 2, 0, 1.0995574287564276, 1.2222222222222223
7, 3, 0, 1.0995574287564276, 1.3333333333333333
7, 4, 0, 1.0995574287564276, 1.4444444444444444
7, 5, 0, 1.0995574287564276, 1.5555555555555556
7, 6, 0, 1.0995574287564276, 1.6666666666666665
7, 7, 0, 1.0995574287564276, 1.7777777777777777
7, 8, 0, 1.0995574287564276, 1.8888888888888888
7, 9, 0, 1.0995574287564276, 2.0
8, 0, 0, 1.2566370614359172, 1.0
8, 1, 0, 1.2566370614359172, 1.1111111111111112
8, 2, 0, 1.2566370614359172, 1.2222222222222223
8, 3, 0, 1.2566370614359172, 1.3333333333333333
8, 4, 0, 1.2566370614359172, 1.4444444444444444
8, 5, 0, 1.2566370614359172, 1.5555555555555556
8, 6, 0, 1.2566370614359172, 1.6666666666666665
8, 7, 0, 1.2566370614359172, 1.7777777777777777
8, 8, 0, 1.2566370614359172, 1.8888888888888888
8, 9, 0, 1.2566370614359172, 2.0
9, 0, 0, 1.413716694115407, 1.0
9, 1, 0, 1.413716694115407, 1.1111111111111112
9, 2, 0, 1.413716694115407, 1.2222222222222223
9, 3, 0, 1.413716694115407, 1.3333333333333333
9, 4, 0, 1.413716694115407, 1.4444444444444444
9, 5, 0, 1.413716694115407, 1.5555555555555556
9, 6, 0, 1.413716694115407, 1.6666666666666665
9, 7, 0, 1.413716694115407, 1.7777777777777777
9, 8, 0, 1.413716694115407, 1.8888888888888888
9, 9, 0, 1.413716694115407, 2.0
10, 0, 0, 1.5707963267948966, 1.0
10, 1, 0, 1.5707963267948966, 1.1111111111111112
10, 2, 0, 1.5707963267948966, 1.2222222222222223
10, 3, 0, 1.5707963267948966, 1.3333333333333333
10, 4, 0, 1.5707963267948966, 1.4444444444444444
10, 5, 0, 1.5707963267948966, 1.5555555555555556
10, 6, 0, 1.5707963267948966, 1.6666666666666665
10, 7, 0, 1.5707963267948966, 1.7777777777777777
10, 8, 0, 1.5707963267948966, 1.8888888888888888
10, 9, 0, 1.5707963267948966, 2.0
11, 0, 0, 1.7278759594743862, 1.0
11, 1, 0, 1.7278759594743862, 1.1111111111111112
11, 2, 0, 1.7278759594743862, 1.2222222222222223
11, 3, 0, 1.7278759594743862, 1.3333333333333333
11, 4, 0, 1.7278759594743862, 1.4444444444444444
11, 5, 0, 1.7278759594743862, 1.5555555555555556
11, 6, 0, 1.7278759594743862, 1.6666666666666665
11, 7, 0, 1.7278759594743862, 1.7777777777777777
11, 8, 0, 1.7278759594743862, 1.8888888888888888
11, 9, 0, 1.7278759594743862, 2.0
12, 0, 0, 1.8849555921538759, 1.0
12, 1, 0, 1.8849555921538759, 1.1111111111111112
12, 2, 0, 1.8849555921538759, 1.2222222222222223
12, 3, 0, 1.8849555921538759, 1.3333333333333333
12, 4, 0, 1.8849555921538759, 1.4444444444444444
12, 5, 0, 1.8849555921538759, 1.5555555555555556
12, 6, 0, 1.8849555921538759, 1.6666666666666665
12, 7, 0, 1.8849555921538759, 1.7777777777777777
12, 8, 0, 1.8849555921538759, 1.8888888888888888
12, 9, 0, 1.8849555921538759, 2.0
13, 0, 0, 2.0420352248333655, 1.0
13, 1, 0, 2.0420352248333655, 1.1111111111111112
13, 2, 0, 2.0420352248333655, 1.2222222222222223
13, 3, 0, 2.0420352248333655, 1.3333333333333333
13, 4, 0, 2.0420352248333655, 1.4444444444444444
13, 5, 0, 2.0420352248333655, 1.5555555555555556
13, 6, 0, 2.0420352248333655, 1.6666666666666665
13, 7, 0, 2.0420352248333655, 1.7777777777777777
13, 8, 0, 2.0420352248333655, 1.8888888888888888
13, 9, 0, 2.0420352248333655, 2.0
14, 0, 0, 2.199114857512855, 1.0
14, 1, 0, 2.199114857512855, 1.1111111111111112
14, 2, 0, 2.199114857512855, 1.2222222222222223
14, 3, 0, 2.199114857512855, 1.3333333333333333
14, 4, 0, 2.199114857512855, 1.4444444444444444
14, 5, 0, 2.199114857512855, 1.5555555555555556
14, 6, 0, 2.199114857512855, 1.6666666666666665
14, 7, 0, 2.199114857512855, 1.7777777777777777
14, 8, 0, 2.199114857512855, 1.8888888888888888
14, 9, 0, 2.199114857512855, 2.0
15, 0, 0, 2.356194490192345, 1.0
15, 1, 0, 2.356194490192345, 1.1111111111111112
15, 2, 0, 2.356194490192345, 1.2222222222222223
15, 3, 0, 2.356194490192345, 1.3333333333333333
15, 4, 0, 2.356194490192345, 1.4444444444444444
15, 5, 0, 2.356194490192345, 1.5555555555555556
15, 6, 0, 2.356194490192345, 1.6666666666666665
15, 7, 0, 2.356194490192345, 1.7777777777777777
15, 8, 0, 2.356194490192345, 1.8888888888888888
15, 9, 0, 2.356194490192345, 2.0
16, 0, 0, 2.5132741228718345, 1.0
16, 1, 0, 2.5132741228718345, 1.1111111111111112
16, 2, 0, 2.5132741228718345, 1.2222222222222223
16, 3, 0, 2.5132741228718345, 1.3333333333333333
16, 4, 0, 2.5132741228718345, 1.4444444444444444
16, 5, 0, 2.5132741228718345, 1.5555555555555556
16, 6, 0, 2.5132741228718345, 1.6666666666666665
16, 7, 0, 2.5132741228718345, 1.7777777777777777
16, 8, 0, 2.5132741228718345, 1.8888888888888888
16, 9, 0, 2.5132741228718345, 2.0
17, 0, 0, 2.670353755551324, 1.0
17, 1, 0, 2.670353755551324, 1.1111111111111112
17, 2, 0, 2.670353755551324, 1.2222222222222223
17, 3, 0, 2.670353755551324, 1.3333333333333333
17, 4, 0, 2.670353755551324, 1.4444444444444444
17, 5, 0, 2.670353755551324, 1.5555555555555556
17, 6, 0, 2.670353755551324, 1.6666666666666665
17, 7, 0, 2.670353755551324, 1.7777777777777777
17, 8, 0, 2.670353755551324, 1.8888888888888888
17, 9, 0, 2.670353755551324, 2.0
18, 0, 0, 2.827433388230814, 1.0
18, 1, 0, 2.827433388230814, 1.1111111111111112
18, 2, 0, 2.827433388230814, 1.2222222222222223
18, 3, 0, 2.827433388230814, 1.3333333333333333
18, 4, 0, 2.827433388230814, 1.4444444444444444
18, 5, 0, 2.827433388230814, 1.5555555555555556
18, 6, 0, 2.827433388230814, 1.6666666666666665
18, 7, 0, 2.827433388230814, 1.7777777777777777
18, 8, 0, 2.827433388230814, 1.8888888888888888
18, 9, 0, 2.827433388230814, 2.0
19, 0, 0, 2.9845130209103035, 1.0
19, 1, 0, 2.9845130209103035, 1.1111111111111112
19, 2, 0, 2.9845130209103035, 1.2222222222222223
19, 3, 0, 2.9845130209103035, 1.3333333333333333
19, 4, 0, 2.9845130209103035, 1.4444444444444444
19, 5, 0, 2.9845130209103035, 1.5555555555555556
19, 6, 0, 2.9845130209103035, 1.6666666666666665
19, 7, 0, 2.9845130209103035, 1.7777777777777777
19, 8, 0, 2.9845130209103035, 1.8888888888888888
19, 9, 0, 2.9845130209103035, 2.0
