  -8.534220e-02,    0.000000e+00,   -1.801920e-02,    1.178500e-04,    1.250000e-04,    8.545600e-05, 100, 20, 100,
   1.786866e-01,   4.427191e-01,   4.132571e-01,   5.330696e-01,   6.650614e-01,   5.066033e-01,   3.247541e-01,   2.085129e-01,   1.112182e-01,   2.823884e-01,   3.958799e-01,   1.572252e-01,   3.473626e-01,   1.904224e-01,   1.787555e-01,   2.987108e-01,   1.302714e-01,   2.834711e-01,   4.158512e-01,   6.145070e-01,   7.408694e-01,   8.575695e-01,   8.380399e-01,   8.129264e-01,   7.228233e-01,   6.663064e-01,   7.287818e-01,   9.266776e-01,   9.117833e-01,   8.666283e-01,   8.111126e-01,   7.596856e-01,   8.572025e-01,   7.475427e-01,   8.012185e-01,   5.575459e-01,   3.140632e-01,   3.285616e-01,   1.605616e-01,   2.550693e-01,   1.007622e-01,   3.751091e-02,   5.708869e-02,   1.024012e-01,   4.779164e-02,   6.531486e-03,   1.010516e-01,   7.149752e-02,   2.057452e-01,   2.946596e-01,   3.875129e-01,   3.386611e-01,   4.189779e-01,   2.941710e-01,   4.433426e-01,   7.890335e-01,   6.298351e-01,   4.477260e-01,   2.561155e-01,   3.126574e-01,   1.782598e-01,   1.983284e-01,   5.368571e-01,   7.006639e-01,   6.999183e-01,   4.787453e-01,   1.342177e-01,   1.892933e-01,   2.123620e-01,   6.481916e-01,   7.119089e-01,   8.056885e-01,   8.254750e-01,   8.018771e-01,   8.593498e-01,   8.538925e-01,   8.879791e-01,   8.365250e-01,   5.450007e-01,   7.623639e-01,   7.902838e-01,   2.357967e-01,   1.455959e-01,   3.174438e-01,   3.413137e-01,   2.515182e-01,   6.952457e-01,   4.434214e-01,   9.723634e-02,   1.982181e-01,   5.890477e-01,   5.219695e-01,   5.286891e-01,   4.098001e-01,   6.031725e-01,   7.291277e-01,   6.040174e-01,   4.944422e-01,   4.373244e-01,   1.265327e-01,
   8.756381e-02,   5.075162e-01,   6.145141e-01,   6.642043e-01,   6.422016e-01,   7.949939e-01,   4.768490e-01,   4.728560e-01,   2.197622e-01,   4.168113e-01,   2.563404e-01,   1.900640e-01,   4.804228e-01,   2.763752e-01,   2.436425e-01,   3.639351e-01,   2.479565e-01,   6.203777e-02,   4.637982e-02,   1.894379e-01,   3.116173e-01,   7.713372e-01,   9.267937e-01,   6.183362e-01,   5.404513e-01,   6.210516e-01,   7.651344e-01,   8.905154e-01,   9.816792e-01,   9.834147e-01,   9.231771e-01,   7.542188e-01,   7.703854e-01,   7.738723e-01,   7.893401e-01,   5.734438e-01,   3.561662e-01,   3.869309e-01,   2.289991e-01,   1.500534e-01,   1.983841e-01,   5.009605e-02,   3.721175e-02,   2.405291e-01,   2.343427e-01,   4.711949e-02,   9.850932e-02,   9.312966e-02,   1.888627e-01,   2.564599e-01,   2.702771e-01,   3.842368e-01,   3.294873e-01,   7.700041e-02,   1.711452e-01,   5.874569e-01,   5.337813e-01,   3.800125e-01,   4.626412e-01,   2.586046e-01,   2.403052e-01,   4.569472e-01,   7.368001e-01,   8.136229e-01,   8.301900e-01,   6.152664e-01,   9.576426e-02,   2.473451e-01,   3.738197e-01,   7.785081e-01,   7.670236e-01,   8.451098e-01,   8.971409e-01,   9.442561e-01,   9.334611e-01,   7.682145e-01,   6.960543e-01,   8.636637e-01,   8.375716e-01,   8.364422e-01,   7.308350e-01,   5.285570e-01,   2.616352e-01,   2.284763e-01,   1.456148e-01,   3.981497e-01,   6.963310e-01,   2.863729e-01,   1.216992e-01,   2.295029e-01,   5.657840e-01,   2.783389e-01,   3.176803e-01,   4.340494e-01,   5.707669e-01,   7.919089e-01,   5.227676e-01,   2.864871e-01,   3.523715e-01,   1.985126e-01,
   7.702464e-02,   3.613949e-01,   3.856720e-01,   6.624464e-01,   8.376800e-01,   8.564160e-01,   4.267846e-01,   5.391615e-01,   2.252341e-01,   2.909046e-01,   4.703576e-01,   6.729277e-01,   8.882445e-01,   7.292347e-01,   5.310484e-01,   6.999909e-01,   6.189759e-01,   3.101850e-01,   2.307146e-01,   1.469260e-01,   1.715365e-01,   4.790364e-01,   9.237641e-01,   6.716602e-01,   4.639593e-01,   6.959686e-01,   8.556800e-01,   8.643657e-01,   9.548475e-01,   9.582601e-01,   8.227553e-01,   5.863312e-01,   6.968320e-01,   9.049203e-01,   9.035378e-01,   7.440899e-01,   7.729530e-01,   5.429320e-01,   3.564471e-01,   5.085916e-01,   1.899019e-01,   8.956235e-02,   1.134476e-01,   2.955328e-01,   3.582447e-01,   4.410437e-01,   1.600268e-01,   1.209307e-01,   8.349803e-02,   9.201516e-02,   1.244456e-01,   4.306134e-01,   5.632859e-01,   1.724557e-01,   1.947075e-01,   3.818264e-01,   4.184621e-01,   5.019936e-01,   8.039339e-01,   6.868915e-01,   6.199845e-01,   6.648501e-01,   5.926782e-01,   7.989934e-01,   8.113924e-01,   6.502625e-01,   3.211915e-01,   1.810449e-01,   5.341651e-01,   9.207817e-01,   8.674550e-01,   7.770171e-01,   9.786389e-01,   9.802353e-01,   9.454361e-01,   7.458407e-01,   4.822019e-01,   6.399834e-01,   9.093999e-01,   8.856703e-01,   9.020637e-01,   6.635568e-01,   3.162168e-01,   7.493463e-02,   4.847807e-02,   2.687273e-01,   5.422023e-01,   3.408845e-01,   1.264651e-01,   2.931619e-01,   4.027397e-01,   2.111324e-01,   1.652818e-01,   3.087689e-01,   6.487293e-01,   9.333564e-01,   6.648150e-01,   3.799413e-01,   5.468971e-01,   1.924478e-01,
   4.406470e-01,   6.779809e-01,   5.547064e-01,   4.807119e-01,   7.268760e-01,   7.682280e-01,   8.266814e-01,   8.183765e-01,   2.550946e-01,   2.298492e-01,   3.095523e-01,   6.305659e-01,   8.182094e-01,   9.570305e-01,   9.474043e-01,   9.752674e-01,   8.969789e-01,   5.353049e-01,   2.220509e-01,   1.620905e-01,   2.813746e-01,   4.540318e-01,   8.411803e-01,   6.792253e-01,   6.067163e-01,   6.190970e-01,   9.130080e-01,   8.981278e-01,   8.563898e-01,   8.683547e-01,   7.047375e-01,   1.986217e-01,   3.222000e-01,   6.258796e-01,   7.621738e-01,   8.119994e-01,   7.084432e-01,   8.053341e-01,   5.308225e-01,   5.185368e-01,   1.498498e-01,   1.592675e-01,   1.386167e-01,   1.636413e-01,   3.499409e-01,   4.170089e-01,   1.806562e-01,   5.389085e-02,   4.672383e-02,   2.966347e-02,   1.160093e-01,   5.250410e-01,   7.615532e-01,   4.101900e-01,   2.248170e-01,   2.125229e-01,   1.856403e-01,   5.323185e-01,   7.543247e-01,   6.517832e-01,   6.654003e-01,   7.650954e-01,   6.143546e-01,   7.073115e-01,   5.525581e-01,   2.898404e-01,   4.828140e-01,   4.314306e-01,   5.859267e-01,   7.948639e-01,   8.745299e-01,   8.409416e-01,   9.860968e-01,   9.906595e-01,   8.837080e-01,   6.553882e-01,   6.747760e-01,   5.525546e-01,   7.147396e-01,   7.766611e-01,   7.443333e-01,   7.944727e-01,   4.351637e-01,   2.054839e-01,   3.254819e-01,   1.678265e-01,   3.571973e-01,   1.457369e-01,   1.043457e-01,   4.317974e-01,   5.988283e-01,   5.128141e-01,   3.527177e-01,   6.862750e-01,   6.091243e-01,   8.532205e-01,   7.658550e-01,   5.224225e-01,   4.635744e-01,   5.511814e-01,
   3.257007e-01,   5.933932e-01,   5.854847e-01,   8.396042e-01,   7.544132e-01,   8.279789e-01,   8.702015e-01,   6.465168e-01,   2.936559e-01,   1.582411e-01,   2.380605e-01,   5.456721e-01,   5.842351e-01,   9.668467e-01,   9.830241e-01,   9.705605e-01,   8.294037e-01,   6.201253e-01,   2.805352e-01,   2.159012e-01,   1.735032e-01,   2.671521e-01,   5.609555e-01,   6.536125e-01,   8.584652e-01,   7.604510e-01,   8.600898e-01,   9.019764e-01,   9.464062e-01,   7.851090e-01,   6.343990e-01,   2.955289e-01,   1.438505e-01,   4.269466e-01,   5.249442e-01,   7.451707e-01,   5.770972e-01,   5.389382e-01,   7.522322e-01,   3.203298e-01,   1.109514e-01,   5.979373e-02,   1.038337e-01,   1.237486e-01,   4.069356e-01,   3.814633e-01,   1.827220e-01,   4.998445e-02,   5.332711e-02,   1.189385e-01,   2.251109e-01,   3.833142e-01,   6.114386e-01,   4.188446e-01,   3.160208e-01,   2.373506e-01,   2.012504e-01,   7.266032e-01,   5.501633e-01,   3.808751e-01,   5.976417e-01,   7.816999e-01,   8.762413e-01,   9.573211e-01,   4.053985e-01,   2.769899e-01,   5.377694e-01,   8.207282e-01,   8.789800e-01,   8.789294e-01,   8.645394e-01,   8.267682e-01,   7.294442e-01,   8.948242e-01,   4.069936e-01,   3.834457e-01,   7.390473e-01,   7.993970e-01,   9.048056e-01,   8.079483e-01,   6.749790e-01,   6.304527e-01,   2.836684e-01,   5.057614e-02,   8.241728e-02,   2.864534e-01,   4.378907e-01,   3.694260e-01,   1.317588e-01,   2.593242e-01,   5.416277e-01,   8.098744e-01,   6.720765e-01,   8.159596e-01,   6.672780e-01,   7.222234e-01,   7.312687e-01,   6.022552e-01,   4.363591e-01,   5.588492e-01,
   3.483830e-01,   3.925617e-01,   7.184253e-01,   8.949131e-01,   8.243955e-01,   8.113328e-01,   5.207654e-01,   6.436506e-01,   3.183183e-01,   1.276539e-01,   4.714710e-01,   6.067330e-01,   6.506369e-01,   9.462200e-01,   8.998488e-01,   8.520186e-01,   7.429103e-01,   6.955353e-01,   1.980910e-01,   1.750362e-02,   7.992021e-02,   2.205452e-01,   2.122426e-01,   8.318505e-01,   9.641496e-01,   9.828154e-01,   9.152512e-01,   9.114369e-01,   8.479310e-01,   7.711511e-01,   7.095881e-01,   4.967450e-01,   1.567006e-01,   3.529438e-01,   4.998146e-01,   4.403219e-01,   4.191632e-01,   2.208329e-01,   3.696680e-01,   1.681213e-01,   2.339142e-01,   2.594918e-01,   3.422516e-01,   3.251986e-01,   4.184211e-01,   2.990115e-01,   8.465037e-02,   2.685659e-02,   4.939930e-02,   1.101269e-01,   2.066320e-01,   2.357166e-01,   1.865544e-01,   3.362635e-01,   5.238465e-01,   5.660099e-01,   4.738864e-01,   2.509777e-01,   2.916741e-01,   6.014814e-01,   6.723486e-01,   7.447076e-01,   9.595645e-01,   8.479016e-01,   4.400264e-01,   2.667692e-01,   3.968509e-01,   6.216060e-01,   7.360259e-01,   8.766466e-01,   9.374670e-01,   6.640661e-01,   3.655419e-01,   7.393483e-01,   6.015790e-01,   4.099038e-01,   7.800450e-01,   9.212315e-01,   9.768474e-01,   8.333854e-01,   6.228600e-01,   4.705053e-01,   7.744511e-02,   2.885790e-02,   1.270777e-01,   2.950918e-01,   4.575696e-01,   5.117548e-01,   3.520747e-01,   1.828910e-01,   5.859672e-01,   7.373183e-01,   8.621267e-01,   7.698297e-01,   6.030736e-01,   7.328054e-01,   7.911139e-01,   5.317532e-01,   3.502950e-01,   2.965172e-01,
   5.362547e-01,   2.996611e-01,   4.156733e-01,   8.180041e-01,   9.154931e-01,   8.290012e-01,   6.584584e-01,   8.037310e-01,   6.348419e-01,   4.816198e-01,   5.208360e-01,   7.201285e-01,   7.934608e-01,   5.550283e-01,   6.725794e-01,   6.328626e-01,   2.878404e-01,   1.603307e-01,   1.341322e-01,   4.592454e-02,   2.415127e-02,   2.233015e-01,   3.289931e-01,   6.925353e-01,   6.294878e-01,   6.837937e-01,   9.449308e-01,   9.514360e-01,   9.036904e-01,   7.807023e-01,   6.279994e-01,   3.768233e-01,   6.214561e-02,   1.510587e-01,   3.804673e-01,   4.183733e-01,   3.438007e-01,   4.444452e-01,   4.640168e-01,   5.500416e-01,   2.728716e-01,   4.024852e-01,   5.086046e-01,   6.880072e-01,   6.435951e-01,   2.975690e-01,   1.630050e-01,   4.048459e-01,   4.286828e-01,   1.871785e-01,   2.886863e-01,   6.239665e-01,   3.963954e-01,   1.578111e-01,   4.750057e-01,   8.015703e-01,   7.773721e-01,   3.700792e-01,   2.416407e-01,   3.929646e-01,   5.292890e-01,   6.966898e-01,   6.405722e-01,   5.110468e-01,   2.572979e-01,   4.881618e-01,   5.651930e-01,   6.109730e-01,   8.355343e-01,   8.862586e-01,   8.667284e-01,   7.413946e-01,   5.473823e-01,   6.846802e-01,   5.987706e-01,   7.702881e-01,   8.738611e-01,   9.633496e-01,   9.653419e-01,   8.643934e-01,   7.786606e-01,   3.493007e-01,   4.163134e-02,   2.812717e-02,   1.304564e-01,   4.581320e-01,   4.062078e-01,   4.684492e-01,   6.052783e-01,   5.186878e-01,   6.495307e-01,   7.438668e-01,   8.454388e-01,   9.308141e-01,   8.053527e-01,   9.248646e-01,   7.903281e-01,   2.374440e-01,   1.298618e-01,   2.505813e-01,
   6.898497e-01,   5.940537e-01,   2.169059e-01,   3.398009e-01,   8.237926e-01,   8.153882e-01,   8.178878e-01,   8.910594e-01,   4.437191e-01,   3.952318e-01,   4.729631e-01,   6.132376e-01,   7.185993e-01,   4.495024e-01,   7.030384e-01,   5.482013e-01,   1.877493e-01,   3.457458e-02,   1.301766e-01,   2.131152e-01,   9.371336e-02,   1.559486e-01,   5.920350e-01,   3.914681e-01,   3.443267e-01,   4.870965e-01,   8.182970e-01,   7.549953e-01,   7.630136e-01,   7.680972e-01,   6.837244e-01,   5.851351e-01,   4.498613e-01,   3.683008e-01,   3.706195e-01,   3.577725e-01,   6.184111e-01,   8.750496e-01,   8.281754e-01,   8.717644e-01,   6.177036e-01,   7.774470e-01,   7.903251e-01,   6.833506e-01,   4.899776e-01,   5.379016e-01,   8.464735e-01,   8.491863e-01,   5.809762e-01,   4.081073e-01,   3.963510e-01,   6.340218e-01,   5.069644e-01,   2.171579e-01,   1.371358e-01,   2.524744e-01,   4.077762e-01,   3.584370e-01,   4.705432e-01,   5.423034e-01,   2.057898e-01,   3.135129e-01,   5.257549e-01,   4.890726e-01,   3.503570e-01,   4.848329e-01,   6.735910e-01,   6.655291e-01,   8.244844e-01,   9.004292e-01,   7.956397e-01,   5.863804e-01,   5.952240e-01,   7.358804e-01,   6.371793e-01,   8.718925e-01,   9.195027e-01,   9.160542e-01,   9.076258e-01,   7.837776e-01,   7.211284e-01,   3.890872e-01,   2.461914e-01,   7.073459e-02,   6.313782e-02,   1.624987e-01,   1.510016e-01,   5.969998e-01,   5.288794e-01,   1.163428e-01,   3.450864e-01,   2.686113e-01,   6.493876e-01,   9.012742e-01,   9.021428e-01,   8.763798e-01,   7.429973e-01,   3.765093e-01,   3.281385e-01,   3.195672e-01,
   4.835569e-01,   5.161305e-01,   2.173833e-01,   9.323555e-02,   4.440193e-01,   8.631464e-01,   8.399256e-01,   7.559220e-01,   4.784539e-01,   2.652257e-01,   3.606481e-01,   3.761560e-01,   2.973784e-01,   4.746473e-01,   7.836925e-01,   8.028950e-01,   5.696708e-01,   3.027038e-01,   3.999737e-01,   2.182154e-01,   3.564128e-01,   3.472647e-01,   6.403920e-01,   4.526172e-01,   2.422852e-01,   3.774395e-01,   7.277519e-01,   4.797424e-01,   7.949584e-01,   9.058284e-01,   8.716184e-01,   7.215428e-01,   7.812885e-01,   6.197440e-01,   5.351219e-01,   4.710113e-01,   5.036643e-01,   6.597241e-01,   6.872124e-01,   5.917031e-01,   5.095639e-01,   6.213606e-01,   4.801987e-01,   7.806597e-01,   8.232136e-01,   6.289693e-01,   9.419453e-01,   7.868495e-01,   4.023588e-01,   3.310778e-01,   2.134187e-01,   3.807973e-01,   5.225211e-01,   2.401731e-01,   2.178554e-01,   1.936781e-01,   2.334716e-01,   4.310778e-01,   4.759540e-01,   5.033045e-01,   2.001443e-01,   1.651290e-01,   2.865328e-01,   4.029401e-01,   4.995146e-01,   5.939785e-01,   7.692560e-01,   5.619177e-01,   6.976346e-01,   6.039036e-01,   5.082065e-01,   5.552845e-01,   7.269551e-01,   6.160238e-01,   6.922602e-01,   7.705461e-01,   7.258176e-01,   8.190520e-01,   7.594374e-01,   6.323812e-01,   7.718839e-01,   8.734464e-01,   7.642753e-01,   7.050484e-01,   6.423281e-01,   2.431386e-01,   3.885138e-01,   4.886774e-01,   3.049621e-01,   2.438754e-02,   1.286046e-01,   6.431334e-01,   8.034865e-01,   7.428530e-01,   5.579111e-01,   7.129476e-01,   7.558785e-01,   5.564275e-01,   7.166199e-01,   6.215243e-01,
   2.486200e-01,   2.008171e-01,   6.725286e-02,   7.515835e-02,   3.968958e-01,   6.775100e-01,   8.681503e-01,   4.527214e-01,   2.149433e-01,   3.030630e-01,   2.998633e-01,   1.196799e-01,   7.435900e-02,   2.469554e-01,   5.277026e-01,   6.328887e-01,   7.523117e-01,   7.318501e-01,   3.922463e-01,   2.079106e-01,   2.247252e-01,   2.999892e-01,   4.005369e-01,   5.696687e-01,   4.322951e-01,   3.434846e-01,   4.021966e-01,   4.244641e-01,   6.027637e-01,   7.707627e-01,   8.312118e-01,   5.409510e-01,   4.069679e-01,   6.434633e-01,   3.048656e-01,   5.148954e-01,   3.596201e-01,   2.082249e-01,   1.194479e-01,   1.239953e-01,   1.989599e-01,   2.487918e-01,   6.559796e-01,   8.904980e-01,   9.268903e-01,   9.120380e-01,   9.508226e-01,   8.866689e-01,   4.673465e-01,   1.195539e-01,   1.421295e-01,   4.564643e-01,   3.728707e-01,   4.024608e-01,   4.073397e-01,   4.274426e-01,   2.017867e-01,   3.075241e-01,   3.785240e-01,   5.386245e-01,   3.399692e-01,   1.647073e-01,   4.909668e-01,   4.821230e-01,   6.450181e-01,   5.069622e-01,   5.889249e-01,   5.737083e-01,   4.230332e-01,   2.965563e-01,   3.539765e-01,   3.200550e-01,   5.501547e-01,   6.571161e-01,   6.820726e-01,   6.278706e-01,   7.328429e-01,   6.715928e-01,   7.710545e-01,   4.710083e-01,   4.976056e-01,   6.354921e-01,   5.675786e-01,   4.984501e-01,   6.816072e-01,   7.649123e-01,   7.103565e-01,   6.558908e-01,   3.335260e-01,   4.464608e-02,   1.128207e-01,   4.337568e-01,   7.911608e-01,   8.668266e-01,   6.903813e-01,   6.760014e-01,   8.603806e-01,   6.127901e-01,   4.663649e-01,   5.820242e-01,
